condition,consent_key.keys,consent_key.rt,done_with_instructions.keys,done_with_instructions.rt,instr_loop.thisRepN,instr_loop.thisTrialN,instr_loop.thisN,instr_loop.thisIndex,instr_loop.ran,Student ID #,date,expName,psychopyVersion,OS,frameRate,instr_learning_key.keys,instr_learning_key.rt,card_gen_loop.thisRepN,card_gen_loop.thisTrialN,card_gen_loop.thisN,card_gen_loop.thisIndex,card_gen_loop.ran,swa,eng,choose_pile.x,choose_pile.y,choose_pile.leftButton,choose_pile.midButton,choose_pile.rightButton,choose_pile.time,choose_pile.clicked_name,choices.thisRepN,choices.thisTrialN,choices.thisN,choices.thisIndex,choices.ran,card_to_show,mouse_pick.x,mouse_pick.y,mouse_pick.leftButton,mouse_pick.midButton,mouse_pick.rightButton,mouse_pick.time,mouse_pick.clicked_name,key_instr_study.keys,next_study.keys,study_loop.thisRepN,study_loop.thisTrialN,study_loop.thisN,study_loop.thisIndex,study_loop.ran,key_instr_test.keys,key_instr_test.rt,duration,yes_or_no.x,yes_or_no.y,yes_or_no.leftButton,yes_or_no.midButton,yes_or_no.rightButton,yes_or_no.time,yes_or_no.clicked_name,test_response.stim,test_response.resp,test_response.eval,test_loop.thisRepN,test_loop.thisTrialN,test_loop.thisN,test_loop.thisIndex,test_loop.ran,learn_loop.thisRepN,learn_loop.thisTrialN,learn_loop.thisN,learn_loop.thisIndex,learn_loop.ran,key_instr_study.rt,next_study.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.262820513,-0.077151335,1,0,0,0.649,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.457264957,-0.020771513,1,0,0,1.082,test_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.512820513,-0.026706231,1,0,0,0.533,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.538461538,-0.49851632,1,0,0,7.15,done_pile,5,0,5,0,1,BULL - FAHILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.247863248,-0.074183976,1,0,0,0.666,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.461538462,-0.46884273,1,0,0,7.982,done_pile,7,0,7,0,1,PLATE - SAHANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.431623932,-0.439169139,1,0,0,0.899,done_pile,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.487179487,-0.077151335,1,0,0,0.699,unsorted_card,9,0,9,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.487179487,-0.077151335,1,0,0,0.117,unsorted_card,10,0,10,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.416666667,0.409495549,1,0,0,1.998,study_pile,11,0,11,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.489316239,-0.130563798,1,0,0,0.449,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.613247863,-0.486646884,1,0,0,2.15,done_pile,13,0,13,0,1,BLAME - LAWAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.472222222,-0.115727003,1,0,0,0.498,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.497863248,-0.543026706,1,0,0,3.365,done_pile,15,0,15,0,1,CORN - NAFAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.344017094,-0.166172107,1,0,0,0.482,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.547008547,0.445103858,1,0,0,4.033,study_pile,17,0,17,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.358974359,0.008902077,1,0,0,0.465,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.512820513,-0.483679525,1,0,0,1.632,done_pile,19,0,19,0,1,TAILOR - MSHONI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.427350427,-0.189910979,1,0,0,0.466,unsorted_card,20,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.38034188,-0.074183976,1,0,0,1.783,test_pile,21,0,21,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.288461538,-0.041543027,1,0,0,0.366,unsorted_card,22,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.574786325,0.480712166,1,0,0,0.682,study_pile,23,0,23,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.241452991,-0.053412463,1,0,0,0.398,unsorted_card,24,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.508547009,0.554896142,1,0,0,0.766,study_pile,25,0,25,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.183760684,0.100890208,1,0,0,0.616,unsorted_card,26,0,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.489316239,0.519287834,1,0,0,0.632,study_pile,27,0,27,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.286324786,-0.059347181,1,0,0,0.465,unsorted_card,28,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.408119658,0.421364985,1,0,0,1.067,study_pile,29,0,29,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.173076923,-0.044510386,1,0,0,0.749,unsorted_card,30,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.455128205,0.047477745,1,0,0,1.598,test_pile,31,0,31,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,0.386752137,0.026706231,1,0,0,1.15,test_first,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,1.056,4.35,-0.538461538,-0.056379822,1,0,0,0.916,no,GRAVE,NIFILI,incorrect,0,0,0,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.681,0.5,0.053412463,1,0,0,0.849,yes,MERCHANT,KUZU,incorrect,1,0,1,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.567,0.44017094,-0.109792285,1,0,0,0.616,yes,PARROT,HIMINU,incorrect,2,0,2,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.916,0.376068376,-0.056379822,1,0,0,0.632,yes,TREASURE,NAFAKA,incorrect,3,0,3,0,1,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,MANURE - SAMADI,,,,,,,,return,return,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,1.883,2.011,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BOAT - MASHUA,,,,,,,,,return,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.382,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,POEM - UTENZI,,,,,,,,,return,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,YEAST - HAMIRA,,,,,,,,,return,3,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.159,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,BRIBE - RUSHWA,,,,,,,,,return,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.184,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,AGENT - WAKILI,,,,,,,,,return,5,0,5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,0.139,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.418803419,-0.258160237,1,0,0,3.746,unsorted_card,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.450854701,-0.480712166,1,0,0,0.649,done_pile,1,0,1,0,1,MERCHANT - TAJIRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.403846154,-0.097922849,1,0,0,0.432,unsorted_card,2,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.489316239,-0.560830861,1,0,0,0.683,done_pile,3,0,3,0,1,PARROT - KASUKU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.252136752,-0.15727003,1,0,0,0.415,unsorted_card,4,0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.465811966,-0.560830861,1,0,0,0.434,done_pile,5,0,5,0,1,YEAST - HAMIRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.226495726,-0.18694362,1,0,0,0.398,unsorted_card,6,0,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.373931624,-0.394658754,1,0,0,0.4,done_pile,7,0,7,0,1,POEM - UTENZI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.373931624,-0.139465875,1,0,0,0.399,unsorted_card,8,0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.474358974,-0.540059347,1,0,0,0.415,done_pile,9,0,9,0,1,GRAVE - KABURI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.35042735,-0.148367953,1,0,0,0.383,unsorted_card,10,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.478632479,-0.543026706,1,0,0,0.45,done_pile,11,0,11,0,1,MANURE - SAMADI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.395299145,-0.065281899,1,0,0,0.382,unsorted_card,12,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.44017094,-0.554896142,1,0,0,0.482,done_pile,13,0,13,0,1,AGENT - WAKILI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.275641026,-0.18694362,1,0,0,0.399,unsorted_card,14,0,14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.367521368,-0.569732938,1,0,0,0.482,done_pile,15,0,15,0,1,BRIBE - RUSHWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.260683761,-0.195845697,1,0,0,0.433,unsorted_card,16,0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.474358974,-0.489614243,1,0,0,0.482,done_pile,17,0,17,0,1,BOAT - MASHUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,-0.395299145,-0.083086053,1,0,0,0.383,unsorted_card,18,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,0.429487179,-0.46884273,1,0,0,0.483,done_pile,19,0,19,0,1,TREASURE - DAFINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,
,,,,,,,,,,1576735,2020-10-26_15h48.58.557,swahili,2020.2.4,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,
